-14.840583,14.840583
2.181074,-2.181074
-9.716637,19.246734
28.513538,36.331668
-22.290729,-15.818275
47.643415,76.936884
-52.075237,-71.689442
29.579083,52.278928
-72.685856,-101.926952
1.064142,7.769237
-66.411937,-95.462958
-31.960319,-39.446185
-48.484261,-76.015100
-93.346242,-81.427648
-84.328723,-108.974973
-110.757748,-93.653294
-83.705767,-113.703261
-143.998702,-143.610927
-83.445143,-111.606952
-188.877157,-199.217007
-78.486584,-101.808005
-193.730582,-212.601494
